reviewer,publication,review_text,rating,date,sentiment
Matthew H,Audience,The music and animation and the plot is really good they better make a part 2,5/5,"Aug 17, 2025",Positive
N/A,Audience,K-pop demon hunters is a great movie with great fight sequences and the music is so good the girls are fun but serious at the same time,5/5,"Aug 17, 2025",Positive
Rihannna H.,Audience,I gave in to TikTok and it was so great!! The songs are amazing too!,5/5,"Aug 17, 2025",Positive
Peter sebastian galang manalad M,Audience,"Great story, characters and animation.",5/5,"Aug 17, 2025",Positive
Angelo C.,Audience,"It’s AMAZING with the Songs and Cast but for sing-along no was kind of singing, and I was glad because I didn’t want no one to sing and stuff cause for movies with sing-alongs like I don’t want people to sing the songs out loud and because the movie is supposed to be quiet and we watch like that be excited and fearful and sad and the songs are catchy",4/5,"Aug 17, 2025",Positive
Liam M,Audience,"If you have not seen this, you have not seen the absolute cinema classic of the Kpop demon hunters. The songs and story are better than any music producers or screen writers could do in the last 5 or 10 years. The animation of this film does not hinder this film. People should not critize it for being animated as it is emotional, light hearted and fun in any setting and even after my 4th watch I am still singing along and having the time of my life. This film is atleast the top 10 films of ALL time. If you haven't seen it, Then you haven't awoken into the 21st century art of film making.",5/5,"Aug 17, 2025",Positive
Alexandre G,Audience,I only gave this a three and a half star is because the music SLAPS. I think that they spent too much time on the music and thus making the movie super cringy. Def worth a watch tho. Or just download the soundtrack.,3.5/5,"Aug 17, 2025",Positive
Alex Raphael C,Audience,"Story is really predictable, but let's face it, you're not here for the story. You're here for the songs and beats that will be in your ear for the next 6 months. By the first song, you will be bobbing your head and shoulders. I just feel that Sony needs to release this in theaters near Halloween season and just cash in on the costumes! Animation is fantastic. I don't know why it reminds me also of power puff girls, but it's actually that, it's the kpop version of Power Puff Girls! With Bobby as the professor. Hahaha",4.5/5,"Aug 17, 2025",Positive
Stalini N,Audience,"The movie version of what bookworms would call ""unputdownable."" Loved it, rewatched it, and most likely - so will you.",5/5,"Aug 17, 2025",Positive
pawan b,Audience,this is a great movie,5/5,"Aug 17, 2025",Positive
Seth O,Audience,It's a great movie with a great story. You will not regret watching it.,5/5,"Aug 17, 2025",Positive
Beau C,Audience,I thought the premise of the movie was brilliant and has all the qualities of a franchise,5/5,"Aug 17, 2025",Positive
Janhvi B,Audience,This is the best movie ever!It continues to shock you and make you laugh the whole time.The songs are also awesome.Love it!,5/5,"Aug 17, 2025",Positive
Nicholas G,Audience,"KPop Demon Hunters is a visual and musical treat that takes you on a wild ride through a world inspired by K-pop, anime, and the Spider-Verse. The animation is so colorful and creative that it’s like a kaleidoscope explosion! The music is catchy and upbeat, and the story is layered with depth and emotion. Arden Cho and the rest of the voice cast do amazing jobs bringing the characters to life. The main character, Rumi, is on a journey of self-discovery, and it’s really heartwarming to see how much they grow and learn. The film does have a few minor flaws, like some uneven tones and underdeveloped secondary characters, but overall, it’s a fun and entertaining fantasy parody of pop culture. It’s a must-watch for anyone who loves K-pop, anime, and just great storytelling.",4/5,"Aug 17, 2025",Positive
Secret S,Audience,"Slow dooown. The main characters are a bit too slobbish at times, but that's less of an issue when they're being humiliated. I wonder if this film was helped or hurt by Princession Orchestra.",2.5/5,"Aug 17, 2025",Negative
Emerson H,Audience,"When the trailers came out, we all thought this was gonna be awful, and we would all , feel bad for the poor critics who had to sit down and watch it just to give a first review, and I can gladly say, after it being out for nearly 2 months, I finally sat down and watched it. I can confirm this movie is actually really good, I mean, no one expected this to be a global phenomenon, there is no way it is worth 97% on R.T., in my opinion, it is worth an 8.6/10",4/5,"Aug 17, 2025",Positive
Patrick G,Audience,"One of those weird banger type movies, Sony Animation Studio keeps pumping these random animated bangers and I love it.",4/5,"Aug 17, 2025",Positive
Caleb C,Audience,I love this movie so much I also love Baby Saja.,5/5,"Aug 17, 2025",Positive
N/A,Audience,The best Netflix movie,5/5,"Aug 17, 2025",Positive
Mad,Audience,"When I first saw the title, I cringed. “They must be running out of ideas,” I thought. No way was I got to watch something so stupid. Then, weeks later, the bsf hits me with the recommendation and instantly I knew… I was wrong. This girl never lets me down with her recommendations. I put it on immediately. Two minutes in, I rewind it and call my roommate over to watch. We went on the most epic, visually and audibly beautiful adventure and fell in love with some demons along the way. I cannot recommend it more. P.S. It was supposed to be a 3hr long movie but Netflix made them cut it down and we lost the kiss scene.",5/5,"Aug 17, 2025",Positive
Kian Han T,Audience,"That is the best movie of 2025, misleading Title. But, Abby should have gotten more screentime😭😭😭.",5/5,"Aug 16, 2025",Positive
s,Audience,I LOVEEE KPOP DEMON HUNTERS SO MUCH AND I CANT WAIT TO SEE IT LIVE!!!,5/5,"Aug 16, 2025",Positive
Benjamin R.,Audience,A fantastic original Netflix movie I especially love soda pop,5/5,"Aug 16, 2025",Positive
Zeke B.,Audience,"Insane animation style and some of the catchiest songs you’ll ever hear. Story is solid, but not fantastic, but all the main characters have great personalities.",4/5,"Aug 16, 2025",Positive
MoonLight X,Audience,"When I started watching this film I was expecting something good and entertaining, but to my surprise it was so much good and very entertaining. Sony did a great job animating this movie, especially with the silly faces. The music was the main element of the movie, and they nailed it. The lyrics were good, and the tune was beautiful to hear. Overall this movie was fun, and there were not any boring scenes, The pace was balanced and good.",3.5/5,"Aug 16, 2025",Positive
